eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
193.81,14.27,156.21,10.03,560,0.026089,0.25705972,1.5619186,-0.032753695,0.29135236,0.833418682217598,535,136960,16023.958031639457,8765440
195.07,14.13,137.33,8.2,505,0.016473593,0.19671631,1.5860611,-0.02836257,0.29580432,0.8406749665737152,536,137216,16056.366217464209,8781824
203.14,15.38,153.05,9.92,564,0.026297571,0.25461832,1.5516027,-0.032417286,0.31287542,0.7941166907548904,537,137472,16085.401204407215,8798208
197.22,15.21,149.51,8.99,549,0.022864694,0.22912598,1.5439972,-0.034539092,0.30077457,0.8437735885381699,538,137728,16115.237372662872,8814592
211.09,16.43,143.11,9.0,560,0.025318652,0.24609375,1.5602673,-0.034938596,0.3020157,0.83405801653862,539,137984,16144.490774158388,8830976
209.77,16.69,155.33,9.94,541,0.020220198,0.21763103,1.5449651,-0.029737957,0.31650057,0.82630854845047,540,138240,16174.762070264667,8847360
190.25,14.6,155.35,10.47,532,0.025088938,0.23588054,1.5072526,-0.03399942,0.3256092,0.8189370930194855,541,138496,16205.527954414487,8863744
205.2,15.77,146.89,9.92,569,0.024578676,0.23024495,1.5250539,-0.035179682,0.28755295,0.842736229300499,542,138752,16234.280046716332,8880128
221.84,17.95,159.79,10.83,567,0.020583441,0.2189331,1.542935,-0.030279497,0.34704685,0.7994900196790695,543,139008,16263.163290038705,8896512
188.06,14.57,143.72,9.01,568,0.019434351,0.21118164,1.5766104,-0.03084561,0.32215413,0.8165578544139862,544,139264,16291.971485350281,8912896
206.58,15.79,145.44,9.47,543,0.021933192,0.22385661,1.568758,-0.03425538,0.30020997,0.8291485011577606,545,139520,16322.116563808173,8929280
192.43,14.34,153.0,9.44,561,0.017919693,0.20027669,1.5897684,-0.024211166,0.33118337,0.8178921043872833,546,139776,16351.30281123519,8945664
188.64,13.98,147.84,8.47,542,0.025325073,0.24147542,1.5451194,-0.035262473,0.32355788,0.8194743990898132,547,140032,16381.490959063172,8962048
215.15,17.34,148.53,9.3,573,0.023470737,0.22332764,1.539914,-0.03411427,0.3526081,0.8000424355268478,548,140288,16410.058503914624,8978432
212.61,16.87,150.43,9.81,554,0.024843054,0.24367268,1.506371,-0.030975388,0.33317772,0.8199534863233566,549,140544,16439.59775322303,8994816
196.44,15.51,161.41,10.23,540,0.01793931,0.20383708,1.5471244,-0.027765669,0.3547375,0.8095897883176804,550,140800,16469.90390047431,9011200
189.62,13.46,144.39,9.14,526,0.019999115,0.20920818,1.5442423,-0.028897287,0.3061407,0.8382613956928253,551,141056,16501.02317938581,9027584
212.27,16.15,152.87,10.19,523,0.018628059,0.19561768,1.5224835,-0.030058987,0.37046918,0.7814698964357376,552,141312,16532.340322677046,9043968
190.89,14.48,146.41,9.25,501,0.021740844,0.22117107,1.553799,-0.02965243,0.30214414,0.830937072634697,553,141568,16564.984157990664,9060352
197.0,14.33,151.92,10.32,556,0.021003196,0.21868896,1.5382808,-0.034694407,0.29803562,0.8394963890314102,554,141824,16594.44736699015,9076736
200.32,15.2,151.0,9.37,580,0.025732042,0.2399292,1.5199434,-0.034091234,0.2988704,0.8499052673578262,555,142080,16622.685311481357,9093120
208.83,15.81,156.97,10.8,545,0.024824353,0.23608398,1.4946395,-0.034907103,0.34338424,0.8371342122554779,556,142336,16652.69911075011,9109504
230.78,18.77,150.27,9.53,550,0.027466208,0.2551066,1.4760216,-0.034997553,0.33489323,0.8393446058034897,557,142592,16682.47769164294,9125888
205.7,17.01,167.15,11.01,573,0.021151053,0.2164917,1.4673916,-0.030393144,0.33597684,0.8386055678129196,558,142848,16711.040953639895,9142272
208.11,16.42,154.84,9.92,544,0.024770299,0.24249268,1.4400975,-0.029579327,0.3203523,0.8508404791355133,559,143104,16741.250997692347,9158656
215.46,16.24,168.17,11.06,563,0.024814898,0.23201497,1.4676204,-0.031034723,0.35566458,0.828292652964592,560,143360,16770.31813340634,9175040
194.81,14.96,137.24,8.69,553,0.022095785,0.2243042,1.4702185,-0.027840463,0.3665929,0.8340397030115128,561,143616,16799.94598383829,9191424
206.08,15.59,142.4,8.98,548,0.017744476,0.1919759,1.4856391,-0.026607445,0.3621055,0.833026185631752,562,143872,16829.83937941119,9207808
